"City","State","Country","Market","Region","Geo_ID"
"Heidelberg","Baden-Württemberg","Germany","EU","Central",1416
"Heilbronn","Baden-Württemberg","Germany","EU","Central",1417
"Helena","Montana","United States","US","West",1418
"Helmond","North Brabant","Netherlands","EU","Central",1419
"Helsingborg","Skåne","Sweden","EU","North",1420
"Helsinki","Uusimaa","Finland","EU","North",1421
"Hemel Hempstead","England","United Kingdom","EU","North",1422
"Hempstead","New York","United States","US","East",1423
"Henderson","Kentucky","United States","US","South",1424
"Henderson","Nevada","United States","US","West",1425
"Hendersonville","Tennessee","United States","US","South",1426
"Hengelo","Overijssel","Netherlands","EU","Central",1427
"Hengyang","Hunan","China","APAC","North Asia",1428
"Herat","Hirat","Afghanistan","APAC","Central Asia",1429
"Hereford","England","United Kingdom","EU","North",1430
"Herford","North Rhine-Westphalia","Germany","EU","Central",1431
"Hermosillo","Sonora","Mexico","LATAM","North",1432
"Herne","North Rhine-Westphalia","Germany","EU","Central",1433
"Heroica Zitácuaro","Michoacán","Mexico","LATAM","North",1434
"Herten","North Rhine-Westphalia","Germany","EU","Central",1435
"Hesperia","California","United States","US","West",1436
"Heyuan","Guangdong","China","APAC","North Asia",1437
"Heze","Shandong","China","APAC","North Asia",1438
"Hialeah","Florida","United States","US","South",1439
"Hickory","North Carolina","United States","US","South",1440
"Hidalgo","Michoacán","Mexico","LATAM","North",1441
"High Wycombe","England","United Kingdom","EU","North",1442
"Highland Park","Illinois","United States","US","Central",1443
"Hilden","North Rhine-Westphalia","Germany","EU","Central",1444
"Hildesheim","Lower Saxony","Germany","EU","Central",1445
"Hillsboro","Oregon","United States","US","West",1446
"Hilversum","North Holland","Netherlands","EU","Central",1447
"Himeji","Hyogo","Japan","APAC","North Asia",1448
"Hinckley","England","United Kingdom","EU","North",1449
"Hirakata","Osaka","Japan","APAC","North Asia",1450
"Hiratsuka","Kanagawa","Japan","APAC","North Asia",1451
"Hisar","Haryana","India","APAC","Central Asia",1452
"Ho Chi Minh City","Ho Chí Minh City","Vietnam","APAC","Southeast Asia",1453
"Hobart","Tasmania","Australia","APAC","Oceania",1454
"Hod HaSharon","Central","Israel","EMEA","EMEA",1455
"Hohhot","Inner Mongolia","China","APAC","North Asia",1456
"Holguín","Holguín","Cuba","LATAM","Caribbean",1457
"Holland","Michigan","United States","US","Central",1458
"Hollywood","Florida","United States","US","South",1459
"Holon","Tel Aviv","Israel","EMEA","EMEA",1460
"Holyoke","Massachusetts","United States","US","East",1461
"Homestead","Florida","United States","US","South",1462
"Homs","Hims","Syria","EMEA","EMEA",1463
"Homyel'","Homyel'","Belarus","EMEA","EMEA",1464
"Hoover","Alabama","United States","US","South",1465
"Horlivka","Donetsk","Ukraine","EMEA","EMEA",1466
"Hot Springs","Arkansas","United States","US","South",1467
"Houilles","Ile-de-France","France","EU","Central",1468
"Houston","Texas","United States","US","Central",1469
"Hove","England","United Kingdom","EU","North",1470
"Hradec Kralove","Hradec Kralove","Czech Republic","EMEA","EMEA",1471
"Hrodna","Hrodna","Belarus","EMEA","EMEA",1472
"Huadian","Jilin","China","APAC","North Asia",1473
"Huaibei","Anhui","China","APAC","North Asia",1474
"Huaihua","Hunan","China","APAC","North Asia",1475
"Huainan","Anhui","China","APAC","North Asia",1476
"Huaiyin","Jiangsu","China","APAC","North Asia",1477
"Huambo","Huambo","Angola","Africa","Africa",1478
"Huancayo","Junín","Peru","LATAM","South",1479
"Huangshan","Anhui","China","APAC","North Asia",1480
"Huangshi","Hubei","China","APAC","North Asia",1481
"Huaraz","Ancash","Peru","LATAM","South",1482
"Hubli","Karnataka","India","APAC","Central Asia",1483
"Huddersfield","England","United Kingdom","EU","North",1484
"Huddinge","Stockholm","Sweden","EU","North",1485
"Huehuetenango","Huehuetenango","Guatemala","LATAM","Central",1486
"Huelva","Andalusía","Spain","EU","South",1487
"Huixquilucan","México","Mexico","LATAM","North",1488
"Huizhou","Guangdong","China","APAC","North Asia",1489
"Huntington Beach","California","United States","US","West",1490
"Huntsville","Alabama","United States","US","South",1491
"Huntsville","Texas","United States","US","Central",1492
"Hurghada","Al Bahr Al Ahmar","Egypt","Africa","Africa",1493
"Huyton","England","United Kingdom","EU","North",1494
"Huzhou","Zhejiang","China","APAC","North Asia",1495
"Hyderabad","Sindh","Pakistan","APAC","Central Asia",1496
"Hyderabad","Telangana","India","APAC","Central Asia",1497
"Iasi","Iasi","Romania","EMEA","EMEA",1498
"Ibadan","Oyo","Nigeria","Africa","Africa",1499
"Ibagué","Tolima","Colombia","LATAM","South",1500
"Ibaraki","Osaka","Japan","APAC","North Asia",1501
"Ibb","Ibb","Yemen","EMEA","EMEA",1502
"Ibirité","Minas Gerais","Brazil","LATAM","South",1503
"Ibiúna","São Paulo","Brazil","LATAM","South",1504
"Ichalkaranji","Maharashtra","India","APAC","Central Asia",1505
"Ichikawa","Chiba","Japan","APAC","North Asia",1506
"Idfu","Aswan","Egypt","Africa","Africa",1507
"Igarassu","Pernambuco","Brazil","LATAM","South",1508
"Igdir","Igdir","Turkey","EMEA","EMEA",1509
"Iguala","Guerrero","Mexico","LATAM","North",1510
"Igurusi","Mbeya","Tanzania","Africa","Africa",1511
"Ijuí","Rio Grande do Sul","Brazil","LATAM","South",1512
"Ikot Ekpene","Akwa Ibom","Nigeria","Africa","Africa",1513
"Ilam","Ilam","Iran","EMEA","EMEA",1514
"Ilesha","Osun","Nigeria","Africa","Africa",1515
"Ilhéus","Bahia","Brazil","LATAM","South",1516
"Illkirch-Graffenstaden","Alsace","France","EU","Central",1517
"Ilo","Moquegua","Peru","LATAM","South",1518
"Ilopango","San Salvador","El Salvador","LATAM","Central",1519
"Ilorin","Kwara","Nigeria","Africa","Africa",1520
"Imola","Emilia-Romagna","Italy","EU","South",1521
"Imphal","Manipur","India","APAC","Central Asia",1522
"Indaial","Santa Catarina","Brazil","LATAM","South",1523
"Indaiatuba","São Paulo","Brazil","LATAM","South",1524
"Independence","Missouri","United States","US","Central",1525
"Indianapolis","Indiana","United States","US","Central",1526
"Indore","Madhya Pradesh","India","APAC","Central Asia",1527
"Inegol","Bursa","Turkey","EMEA","EMEA",1528
"Inglewood","California","United States","US","West",1529
"Ingolstadt","Bavaria","Germany","EU","Central",1530
"Innsbruck","Tyrol","Austria","EMEA","EMEA",1531
"Innsbruck","Tyrol","Austria","EU","Central",1532
"Invercargill","Southland","New Zealand","APAC","Oceania",1533
"Iowa City","Iowa","United States","US","Central",1534
"Ipatinga","Minas Gerais","Brazil","LATAM","South",1535
"Ipiales","Nariño","Colombia","LATAM","South",1536
"Ipoh","Perak","Malaysia","APAC","Southeast Asia",1537
"Ipswich","England","United Kingdom","EU","North",1538
"Iquique","Tarapacá","Chile","LATAM","South",1539
"Iquitos","Loreto","Peru","LATAM","South",1540
"Iranshahr","Sistan Va Baluchestan","Iran","EMEA","EMEA",1541
"Irapuato","Guanajuato","Mexico","LATAM","North",1542
"Irbid","Irbid","Jordan","EMEA","EMEA",1543
"Iringa","Iringa","Tanzania","Africa","Africa",1544
"Irkutsk","Irkutsk","Russia","EMEA","EMEA",1545
"Irun","Basque Country","Spain","EU","South",1546
"Irving","Texas","United States","US","Central",1547
"Iserlohn","North Rhine-Westphalia","Germany","EU","Central",1548
"Iskenderun","Hatay","Turkey","EMEA","EMEA",1549
"Islamabad","F.C.T.","Pakistan","APAC","Central Asia",1550
"Isparta","Isparta","Turkey","EMEA","EMEA",1551
"Issoire","Auvergne","France","EU","Central",1552
"Issy-les-Moulineaux","Ile-de-France","France","EU","Central",1553
"Istanbul","Istanbul","Turkey","EMEA","EMEA",1554
"Istres","Provence-Alpes-Côte d'Azur","France","EU","Central",1555
"Itaituba","Pará","Brazil","LATAM","South",1556
"Itajaí","Santa Catarina","Brazil","LATAM","South",1557
"Itamaraju","Bahia","Brazil","LATAM","South",1558
"Itapecerica da Serra","São Paulo","Brazil","LATAM","South",1559
"Itapecuru Mirim","Maranhão","Brazil","LATAM","South",1560
"Itapetininga","São Paulo","Brazil","LATAM","South",1561
"Itapeva","São Paulo","Brazil","LATAM","South",1562
"Itapevi","São Paulo","Brazil","LATAM","South",1563
"Itaúna","Minas Gerais","Brazil","LATAM","South",1564
"Itu","São Paulo","Brazil","LATAM","South",1565
"Ituiutaba","Minas Gerais","Brazil","LATAM","South",1566
"Ivano-Frankivs'k","Ivano-Frankivsk","Ukraine","EMEA","EMEA",1567
"Ivanovo","Ivanovo","Russia","EMEA","EMEA",1568
"Ivry-sur-Seine","Ile-de-France","France","EU","Central",1569
"Ixtapaluca","México","Mexico","LATAM","North",1570
"Izmir","Izmir","Turkey","EMEA","EMEA",1571
"Izúcar de Matamoros","Puebla","Mexico","LATAM","North",1572
"Jabalpur","Madhya Pradesh","India","APAC","Central Asia",1573
"Jaboticabal","São Paulo","Brazil","LATAM","South",1574
"Jacareí","São Paulo","Brazil","LATAM","South",1575
"Jackson","Michigan","United States","US","Central",1576
"Jackson","Mississippi","United States","US","South",1577
"Jackson","Tennessee","United States","US","South",1578
"Jacksonville","Florida","United States","US","South",1579
"Jacksonville","North Carolina","United States","US","South",1580
"Jacobina","Bahia","Brazil","LATAM","South",1581
"Jaipur","Rajasthan","India","APAC","Central Asia",1582
"Jakarta","Jakarta","Indonesia","APAC","Southeast Asia",1583
"Jalalabad","Nangarhar","Afghanistan","APAC","Central Asia",1584
"Jalna","Maharashtra","India","APAC","Central Asia",1585
"Jambi","Jambi","Indonesia","APAC","Southeast Asia",1586
"Jamestown","New York","United States","US","East",1587
"Jammu","Jammu and Kashmir","India","APAC","Central Asia",1588
"Jamnagar","Gujarat","India","APAC","Central Asia",1589
"Jamshedpur","Jharkhand","India","APAC","Central Asia",1590
"Jamundí","Valle del Cauca","Colombia","LATAM","South",1591
"Jastrzebie Zdroj","Silesia","Poland","EMEA","EMEA",1592
"Jataí","Goiás","Brazil","LATAM","South",1593
"Javanrud","Kermanshah","Iran","EMEA","EMEA",1594
"Jaworzno","Silesia","Poland","EMEA","EMEA",1595
"Jayapura","Papua","Indonesia","APAC","Southeast Asia",1596
"Jaú","São Paulo","Brazil","LATAM","South",1597
"Jeddah","Makkah","Saudi Arabia","EMEA","EMEA",1598
"Jefferson City","Missouri","United States","US","Central",1599
"Jember","Jawa Timur","Indonesia","APAC","Southeast Asia",1600
"Jena","Thuringia","Germany","EU","Central",1601
"Jequié","Bahia","Brazil","LATAM","South",1602
"Jerez de la Frontera","Andalusía","Spain","EU","South",1603
"Jerusalem","Jerusalem","Israel","EMEA","EMEA",1604
"Jhansi","Uttar Pradesh","India","APAC","Central Asia",1605
"Ji-Paraná","Rondônia","Brazil","LATAM","South",1606
"Jiamusi","Heilongjiang","China","APAC","North Asia",1607
"Jiangdu","Jiangsu","China","APAC","North Asia",1608
"Jiangmen","Guangdong","China","APAC","North Asia",1609
"Jiangyan","Jiangsu","China","APAC","North Asia",1610
"Jiangyou","Sichuan","China","APAC","North Asia",1611
"Jiaohe","Jilin","China","APAC","North Asia",1612
"Jiaozuo","Henan","China","APAC","North Asia",1613
"Jiaxing","Zhejiang","China","APAC","North Asia",1614
"Jieshou","Anhui","China","APAC","North Asia",1615
"Jieyang","Guangdong","China","APAC","North Asia",1616
"Jilin","Jilin","China","APAC","North Asia",1617
"Jinan","Shandong","China","APAC","North Asia",1618
"Jincheng","Shanxi","China","APAC","North Asia",1619
"Jingdezhen","Jiangxi","China","APAC","North Asia",1620
"Jingmen","Hubei","China","APAC","North Asia",1621
"Jinhua","Zhejiang","China","APAC","North Asia",1622
"Jining","Inner Mongolia","China","APAC","North Asia",1623
"Jining","Shandong","China","APAC","North Asia",1624
"Jinja","Jinja","Uganda","Africa","Africa",1625
"Jinjiang","Fujian","China","APAC","North Asia",1626
"Jiutai","Jilin","China","APAC","North Asia",1627
"Jiutepec","Morelos","Mexico","LATAM","North",1628
"Jixi","Heilongjiang","China","APAC","North Asia",1629
"Jizan","Jizan","Saudi Arabia","EMEA","EMEA",1630
"Jizzakh","Jizzakh","Uzbekistan","EMEA","EMEA",1631
"Jodhpur","Gujarat","India","APAC","Central Asia",1632
"Jodhpur","Rajasthan","India","APAC","Central Asia",1633
"Johannesburg","Gauteng","South Africa","Africa","Africa",1634
"Johnson City","Tennessee","United States","US","South",1635
"Joinville","Santa Catarina","Brazil","LATAM","South",1636
"Jonesboro","Arkansas","United States","US","South",1637
"Jos","Plateau","Nigeria","Africa","Africa",1638
"José Bonifácio","São Paulo","Brazil","LATAM","South",1639
"João Pessoa","Paraíba","Brazil","LATAM","South",1640
"Juazeiro","Bahia","Brazil","LATAM","South",1641
"Juba","Central Equatoria","South Sudan","Africa","Africa",1642
"Juiz de Fora","Minas Gerais","Brazil","LATAM","South",1643
"Juliaca","Puno","Peru","LATAM","South",1644
"Jundiaí","São Paulo","Brazil","LATAM","South",1645
"Junín","Provincia de Buenos Aires","Argentina","LATAM","South",1646
"Jupiter","Florida","United States","US","South",1647
"Jurema","Pernambuco","Brazil","LATAM","South",1648
"Juárez","Chihuahua","Mexico","LATAM","North",1649
"K'ut'aisi","Imereti","Georgia","EMEA","EMEA",1650
"Kabul","Kabul","Afghanistan","APAC","Central Asia",1651
"Kabwe","Central","Zambia","Africa","Africa",1652
"Kadoma","Mashonaland West","Zimbabwe","Africa","Africa",1653
"Kaduna","Kaduna","Nigeria","Africa","Africa",1654
"Kafr ad Dawwar","Al Buhayrah","Egypt","Africa","Africa",1655
"Kafr ash Shaykh","Kafr Ash Shaykh","Egypt","Africa","Africa",1656
"Kahramanmaras","Kahramanmaras","Turkey","EMEA","EMEA",1657
"Kaifeng","Henan","China","APAC","North Asia",1658
"Kaiserslautern","Rhineland-Palatinate","Germany","EU","Central",1659
"Kaiyuan","Liaoning","China","APAC","North Asia",1660
"Kaiyuan","Yunnan","China","APAC","North Asia",1661
"Kakinada","Andhra Pradesh","India","APAC","Central Asia",1662
"Kalemie","Katanga","Democratic Republic of the Congo","Africa","Africa",1663
"Kaliningrad","Kaliningrad","Russia","EMEA","EMEA",1664
"Kalisz","Greater Poland","Poland","EMEA","EMEA",1665
"Kaluga","Kaluga","Russia","EMEA","EMEA",1666
"Kalundborg","Zealand","Denmark","EU","North",1667
"Kalush","Ivano-Frankivsk","Ukraine","EMEA","EMEA",1668
"Kalyan","Maharashtra","India","APAC","Central Asia",1669
"Kamarhati","West Bengal","India","APAC","Central Asia",1670
"Kamina","Katanga","Democratic Republic of the Congo","Africa","Africa",1671
"Kampala","Kampala","Uganda","Africa","Africa",1672
"Kananga","Kasai-Occidental","Democratic Republic of the Congo","Africa","Africa",1673
"Kandahar","Kandahar","Afghanistan","APAC","Central Asia",1674
"Kandi","Alibori","Benin","Africa","Africa",1675
"Kankan","Kankan","Guinea","Africa","Africa",1676
"Kano","Kano","Nigeria","Africa","Africa",1677
"Kanpur","Uttar Pradesh","India","APAC","Central Asia",1678
"Kara","Kara","Togo","Africa","Africa",1679
"Karaman","Karaman","Turkey","EMEA","EMEA",1680
"Karbala'","Karbala'","Iraq","EMEA","EMEA",1681
"Karimnagar","Telangana","India","APAC","Central Asia",1682
"Karliova","Bingol","Turkey","EMEA","EMEA",1683
"Karlsruhe","Baden-Württemberg","Germany","EU","Central",1684
"Karlstad","Värmland","Sweden","EU","North",1685
"Karnal","Haryana","India","APAC","Central Asia",1686
"Kars","Kars","Turkey","EMEA","EMEA",1687
"Kartal","Istanbul","Turkey","EMEA","EMEA",1688
"Kasama","Northern","Zambia","Africa","Africa",1689
"Kashan","Esfahan","Iran","EMEA","EMEA",1690
"Kashira","Moscow","Russia","EMEA","EMEA",1691
"Kaspiysk","Dagestan","Russia","EMEA","EMEA",1692
"Kassala","Kassala","Sudan","Africa","Africa",1693
"Kassel","Hesse","Germany","EU","Central",1694
"Kastamonu","Kastamonu","Turkey","EMEA","EMEA",1695
