"Product ID","First(Category)","First(Sub-Category)","First(Product Name)","First(is_high_discount)"
"FUR-TA-10003594","Furniture","Tables","Hon Conference Table, with Bottom Storage","High Discount"
"FUR-TA-10003596","Furniture","Tables","Lesro Computer Table, Adjustable Height","Normal"
"FUR-TA-10003597","Furniture","Tables","Bevis Wood Table, with Bottom Storage","Normal"
"FUR-TA-10003627","Furniture","Tables","Bevis Conference Table, with Bottom Storage","Normal"
"FUR-TA-10003637","Furniture","Tables","Lesro Coffee Table, with Bottom Storage","Normal"
"FUR-TA-10003641","Furniture","Tables","Barricks Wood Table, with Bottom Storage","Normal"
"FUR-TA-10003663","Furniture","Tables","Bevis Computer Table, Adjustable Height","Normal"
"FUR-TA-10003690","Furniture","Tables","Hon Computer Table, Fully Assembled","Normal"
"FUR-TA-10003715","Furniture","Tables","Hon 2111 Invitation Series Corner Table","Normal"
"FUR-TA-10003747","Furniture","Tables","Lesro Round Table, Rectangular","Normal"
"FUR-TA-10003748","Furniture","Tables","Bevis 36 x 72 Conference Tables","Normal"
"FUR-TA-10003771","Furniture","Tables","Hon Computer Table, Adjustable Height","Normal"
"FUR-TA-10003782","Furniture","Tables","Lesro Training Table, Rectangular","High Discount"
"FUR-TA-10003785","Furniture","Tables","Hon Round Table, Adjustable Height","Normal"
"FUR-TA-10003786","Furniture","Tables","Hon Training Table, Fully Assembled","Normal"
"FUR-TA-10003790","Furniture","Tables","Bevis Computer Table, Fully Assembled","Normal"
"FUR-TA-10003837","Furniture","Tables","Anderson Hickey Conga Table Tops & Accessories","Normal"
"FUR-TA-10003855","Furniture","Tables","Lesro Round Table, with Bottom Storage","High Discount"
"FUR-TA-10003887","Furniture","Tables","Hon Conference Table, Adjustable Height","High Discount"
"FUR-TA-10003893","Furniture","Tables","Lesro Wood Table, with Bottom Storage","Normal"
"FUR-TA-10003899","Furniture","Tables","Barricks Round Table, with Bottom Storage","Normal"
"FUR-TA-10003926","Furniture","Tables","Hon Wood Table, with Bottom Storage","Normal"
"FUR-TA-10003929","Furniture","Tables","Hon Computer Table, Fully Assembled","Normal"
"FUR-TA-10003954","Furniture","Tables","Hon 94000 Series Round Tables","Normal"
"FUR-TA-10003963","Furniture","Tables","Bevis Conference Table, Fully Assembled","High Discount"
"FUR-TA-10004005","Furniture","Tables","Bevis Coffee Table, Rectangular","Normal"
"FUR-TA-10004050","Furniture","Tables","Lesro Coffee Table, Fully Assembled","High Discount"
"FUR-TA-10004054","Furniture","Tables","Lesro Conference Table, with Bottom Storage","High Discount"
"FUR-TA-10004086","Furniture","Tables","KI Adjustable-Height Table","Normal"
"FUR-TA-10004132","Furniture","Tables","Bevis Coffee Table, with Bottom Storage","Normal"
"FUR-TA-10004134","Furniture","Tables","Barricks Training Table, with Bottom Storage","Normal"
"FUR-TA-10004147","Furniture","Tables","Hon 4060 Series Tables","Normal"
"FUR-TA-10004152","Furniture","Tables","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf","Normal"
"FUR-TA-10004154","Furniture","Tables","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","Normal"
"FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","Normal"
"FUR-TA-10004219","Furniture","Tables","Bevis Computer Table, with Bottom Storage","Normal"
"FUR-TA-10004249","Furniture","Tables","Lesro Wood Table, Fully Assembled","High Discount"
"FUR-TA-10004256","Furniture","Tables","Bretford Just In Time Height-Adjustable Multi-Task Work Tables","Normal"
"FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Normal"
"FUR-TA-10004306","Furniture","Tables","Barricks Round Table, Fully Assembled","Normal"
"FUR-TA-10004308","Furniture","Tables","Lesro Wood Table, Adjustable Height","Normal"
"FUR-TA-10004336","Furniture","Tables","Hon Wood Table, Fully Assembled","Normal"
"FUR-TA-10004342","Furniture","Tables","Chromcraft Round Table, with Bottom Storage","Normal"
"FUR-TA-10004353","Furniture","Tables","Chromcraft Wood Table, with Bottom Storage","High Discount"
"FUR-TA-10004371","Furniture","Tables","Lesro Round Table, Adjustable Height","High Discount"
"FUR-TA-10004383","Furniture","Tables","Bevis Coffee Table, Adjustable Height","Normal"
"FUR-TA-10004406","Furniture","Tables","Bevis Computer Table, Fully Assembled","Normal"
"FUR-TA-10004416","Furniture","Tables","Bevis Wood Table, Adjustable Height","Normal"
"FUR-TA-10004440","Furniture","Tables","Chromcraft Wood Table, Fully Assembled","Normal"
"FUR-TA-10004442","Furniture","Tables","Riverside Furniture Stanwyck Manor Table Series","Normal"
"FUR-TA-10004468","Furniture","Tables","Lesro Training Table, Fully Assembled","Normal"
"FUR-TA-10004484","Furniture","Tables","Barricks Wood Table, Adjustable Height","Normal"
"FUR-TA-10004504","Furniture","Tables","Lesro Computer Table, with Bottom Storage","High Discount"
"FUR-TA-10004524","Furniture","Tables","Bevis Round Table, with Bottom Storage","Normal"
"FUR-TA-10004531","Furniture","Tables","Chromcraft Coffee Table, Rectangular","Normal"
"FUR-TA-10004534","Furniture","Tables","Bevis 44 x 96 Conference Tables","Normal"
"FUR-TA-10004544","Furniture","Tables","Chromcraft Coffee Table, Fully Assembled","High Discount"
"FUR-TA-10004575","Furniture","Tables","Hon 5100 Series Wood Tables","Normal"
"FUR-TA-10004584","Furniture","Tables","Hon Training Table, Rectangular","High Discount"
"FUR-TA-10004607","Furniture","Tables","Hon 2111 Invitation Series Straight Table","Normal"
"FUR-TA-10004619","Furniture","Tables","Hon Non-Folding Utility Tables","Normal"
"FUR-TA-10004634","Furniture","Tables","Bevis Training Table, Adjustable Height","Normal"
"FUR-TA-10004649","Furniture","Tables","Barricks Round Table, Rectangular","Normal"
"FUR-TA-10004653","Furniture","Tables","Chromcraft Training Table, Rectangular","Normal"
"FUR-TA-10004667","Furniture","Tables","Bevis Wood Table, Adjustable Height","Normal"
"FUR-TA-10004680","Furniture","Tables","Lesro Wood Table, Fully Assembled","Normal"
"FUR-TA-10004711","Furniture","Tables","Lesro Conference Table, Adjustable Height","Normal"
"FUR-TA-10004722","Furniture","Tables","Barricks Computer Table, Adjustable Height","Normal"
"FUR-TA-10004730","Furniture","Tables","Barricks Training Table, Adjustable Height","Normal"
"FUR-TA-10004744","Furniture","Tables","Lesro Conference Table, with Bottom Storage","Normal"
"FUR-TA-10004745","Furniture","Tables","Chromcraft Conference Table, Rectangular","Normal"
"FUR-TA-10004748","Furniture","Tables","Bevis Coffee Table, Fully Assembled","Normal"
"FUR-TA-10004757","Furniture","Tables","Barricks Training Table, with Bottom Storage","High Discount"
"FUR-TA-10004767","Furniture","Tables","Safco Drafting Table","Normal"
"FUR-TA-10004801","Furniture","Tables","Hon Conference Table, Rectangular","Normal"
"FUR-TA-10004810","Furniture","Tables","Barricks Computer Table, Adjustable Height","Normal"
"FUR-TA-10004817","Furniture","Tables","Lesro Coffee Table, with Bottom Storage","Normal"
"FUR-TA-10004820","Furniture","Tables","Barricks Wood Table, Fully Assembled","Normal"
"FUR-TA-10004826","Furniture","Tables","Bevis Training Table, Rectangular","Normal"
"FUR-TA-10004832","Furniture","Tables","Hon Conference Table, with Bottom Storage","Normal"
"FUR-TA-10004840","Furniture","Tables","Hon Conference Table, Adjustable Height","Normal"
"FUR-TA-10004892","Furniture","Tables","Chromcraft Wood Table, with Bottom Storage","Normal"
"FUR-TA-10004915","Furniture","Tables","Office Impressions End Table, 20-1/2""H x 24""W x 20""D","Normal"
"FUR-TA-10004937","Furniture","Tables","Chromcraft Conference Table, Rectangular","Normal"
"FUR-TA-10004957","Furniture","Tables","Bevis Wood Table, Fully Assembled","High Discount"
"FUR-TA-10004972","Furniture","Tables","Chromcraft Wood Table, Rectangular","High Discount"
"FUR-TEN-10000002","Furniture","Furnishings","Tenex Stacking Tray, Black","Normal"
"FUR-TEN-10000296","Furniture","Furnishings","Tenex Door Stop, Durable","High Discount"
"FUR-TEN-10000325","Furniture","Furnishings","Tenex Light Bulb, Erganomic","Normal"
"FUR-TEN-10000377","Furniture","Furnishings","Tenex Light Bulb, Duo Pack","Normal"
"FUR-TEN-10000407","Furniture","Furnishings","Tenex Door Stop, Erganomic","Normal"
"FUR-TEN-10000525","Furniture","Furnishings","Tenex Clock, Black","Normal"
"FUR-TEN-10000558","Furniture","Furnishings","Tenex Frame, Erganomic","Normal"
"FUR-TEN-10000986","Furniture","Furnishings","Tenex Frame, Duo Pack","Normal"
"FUR-TEN-10001349","Furniture","Furnishings","Tenex Frame, Black","Normal"
"FUR-TEN-10001809","Furniture","Furnishings","Tenex Photo Frame, Erganomic","Normal"
"FUR-TEN-10002418","Furniture","Furnishings","Tenex Clock, Duo Pack","High Discount"
"FUR-TEN-10002448","Furniture","Furnishings","Tenex Stacking Tray, Erganomic","Normal"
"FUR-TEN-10003050","Furniture","Furnishings","Tenex Photo Frame, Black","Normal"
"FUR-TEN-10003349","Furniture","Furnishings","Tenex Photo Frame, Durable","Normal"
"FUR-TEN-10003552","Furniture","Furnishings","Tenex Clock, Durable","High Discount"
"FUR-TEN-10003648","Furniture","Furnishings","Tenex Stacking Tray, Erganomic","Normal"
"FUR-TEN-10003871","Furniture","Furnishings","Tenex Frame, Durable","Normal"
"FUR-TEN-10003879","Furniture","Furnishings","Tenex Light Bulb, Black","High Discount"
"FUR-TEN-10003900","Furniture","Furnishings","Tenex Stacking Tray, Durable","High Discount"
"FUR-TEN-10003923","Furniture","Furnishings","Tenex Door Stop, Duo Pack","Normal"
"FUR-TEN-10004147","Furniture","Furnishings","Tenex Clock, Erganomic","Normal"
"FUR-TEN-10004388","Furniture","Furnishings","Tenex Door Stop, Black","Normal"
"FUR-TEN-10004549","Furniture","Furnishings","Tenex Light Bulb, Durable","Normal"
"OFF-ACC-10000102","Office Supplies","Binders","Acco Binding Machine, Clear","Normal"
"OFF-ACC-10000218","Office Supplies","Binders","Acco Hole Reinforcements, Durable","Normal"
"OFF-ACC-10000233","Office Supplies","Binders","Acco Binder, Economy","Normal"
"OFF-ACC-10000307","Office Supplies","Binders","Acco Index Tab, Clear","Normal"
"OFF-ACC-10000375","Office Supplies","Fasteners","Accos Staples, 12 Pack","Normal"
"OFF-ACC-10000497","Office Supplies","Fasteners","Accos Rubber Bands, Assorted Sizes","Normal"
"OFF-ACC-10000687","Office Supplies","Fasteners","Accos Clamps, 12 Pack","Normal"
"OFF-ACC-10000798","Office Supplies","Binders","Acco Hole Reinforcements, Economy","Normal"
"OFF-ACC-10000808","Office Supplies","Binders","Acco 3-Hole Punch, Economy","Normal"
"OFF-ACC-10001028","Office Supplies","Fasteners","Accos Push Pins, Metal","Normal"
"OFF-ACC-10001281","Office Supplies","Fasteners","Accos Clamps, Bulk Pack","Normal"
"OFF-ACC-10001285","Office Supplies","Binders","Acco Index Tab, Clear","Normal"
"OFF-ACC-10001703","Office Supplies","Binders","Acco Binder, Recycled","Normal"
"OFF-ACC-10001993","Office Supplies","Binders","Acco Binder Covers, Clear","Normal"
"OFF-ACC-10002167","Office Supplies","Fasteners","Accos Paper Clips, Metal","Normal"
"OFF-ACC-10002220","Office Supplies","Binders","Acco Binding Machine, Economy","Normal"
"OFF-ACC-10002327","Office Supplies","Fasteners","Accos Thumb Tacks, Metal","Normal"
"OFF-ACC-10002343","Office Supplies","Binders","Acco 3-Hole Punch, Durable","Normal"
"OFF-ACC-10002425","Office Supplies","Fasteners","Accos Thumb Tacks, Assorted Sizes","Normal"
"OFF-ACC-10002680","Office Supplies","Binders","Acco Binding Machine, Recycled","Normal"
"OFF-ACC-10002772","Office Supplies","Binders","Acco Index Tab, Economy","Normal"
"OFF-ACC-10002834","Office Supplies","Fasteners","Accos Thumb Tacks, 12 Pack","Normal"
"OFF-ACC-10002849","Office Supplies","Binders","Acco 3-Hole Punch, Clear","Normal"
"OFF-ACC-10002853","Office Supplies","Fasteners","Accos Thumb Tacks, Bulk Pack","Normal"
"OFF-ACC-10003265","Office Supplies","Fasteners","Accos Rubber Bands, Bulk Pack","Normal"
"OFF-ACC-10003422","Office Supplies","Binders","Acco Binder, Durable","Normal"
"OFF-ACC-10003636","Office Supplies","Binders","Acco Binding Machine, Durable","Normal"
"OFF-ACC-10003713","Office Supplies","Fasteners","Accos Clamps, Assorted Sizes","Normal"
"OFF-ACC-10003745","Office Supplies","Fasteners","Accos Paper Clips, Assorted Sizes","High Discount"
"OFF-ACC-10003788","Office Supplies","Binders","Acco Hole Reinforcements, Clear","Normal"
"OFF-ACC-10003806","Office Supplies","Fasteners","Accos Clamps, Metal","Normal"
"OFF-ACC-10003909","Office Supplies","Fasteners","Accos Push Pins, Assorted Sizes","Normal"
"OFF-ACC-10003925","Office Supplies","Fasteners","Accos Staples, Bulk Pack","High Discount"
"OFF-ACC-10003984","Office Supplies","Fasteners","Accos Paper Clips, Assorted Sizes","Normal"
"OFF-ACC-10004008","Office Supplies","Binders","Acco Binder Covers, Durable","Normal"
"OFF-ACC-10004182","Office Supplies","Binders","Acco Index Tab, Durable","Normal"
"OFF-ACC-10004278","Office Supplies","Fasteners","Accos Paper Clips, Bulk Pack","High Discount"
"OFF-ACC-10004281","Office Supplies","Binders","Acco Hole Reinforcements, Recycled","Normal"
"OFF-ACC-10004322","Office Supplies","Binders","Acco Binder, Clear","Normal"
"OFF-ACC-10004364","Office Supplies","Fasteners","Accos Push Pins, Bulk Pack","High Discount"
"OFF-ACC-10004430","Office Supplies","Fasteners","Accos Rubber Bands, 12 Pack","Normal"
"OFF-ACC-10004538","Office Supplies","Binders","Acco Binder Covers, Recycled","Normal"
"OFF-ACC-10004692","Office Supplies","Binders","Acco 3-Hole Punch, Recycled","Normal"
"OFF-ACC-10004713","Office Supplies","Fasteners","Accos Staples, Assorted Sizes","Normal"
"OFF-ACC-10004748","Office Supplies","Fasteners","Accos Push Pins, 12 Pack","Normal"
"OFF-ACC-10004782","Office Supplies","Fasteners","Accos Staples, Metal","Normal"
"OFF-ACC-10004871","Office Supplies","Binders","Acco Binder Covers, Economy","Normal"
"OFF-ACC-10004910","Office Supplies","Fasteners","Accos Rubber Bands, Metal","Normal"
"OFF-ACM-10000277","Office Supplies","Supplies","Acme Ruler, High Speed","Normal"
"OFF-ACM-10000476","Office Supplies","Supplies","Acme Letter Opener, Easy Grip","Normal"
"OFF-ACM-10000570","Office Supplies","Supplies","Acme Letter Opener, High Speed","Normal"
"OFF-ACM-10000671","Office Supplies","Supplies","Acme Ruler, Steel","Normal"
"OFF-ACM-10000777","Office Supplies","Supplies","Acme Scissors, Serrated","Normal"
"OFF-ACM-10001029","Office Supplies","Supplies","Acme Box Cutter, Serrated","Normal"
"OFF-ACM-10001112","Office Supplies","Supplies","Acme Shears, Steel","Normal"
"OFF-ACM-10001587","Office Supplies","Supplies","Acme Box Cutter, Easy Grip","Normal"
"OFF-ACM-10001704","Office Supplies","Supplies","Acme Letter Opener, Serrated","Normal"
"OFF-ACM-10002045","Office Supplies","Supplies","Acme Shears, High Speed","Normal"
"OFF-ACM-10002131","Office Supplies","Supplies","Acme Ruler, Easy Grip","Normal"
"OFF-ACM-10002301","Office Supplies","Supplies","Acme Trimmer, Serrated","Normal"
"OFF-ACM-10002713","Office Supplies","Supplies","Acme Box Cutter, Steel","Normal"
"OFF-ACM-10002816","Office Supplies","Supplies","Acme Letter Opener, Steel","Normal"
"OFF-ACM-10003278","Office Supplies","Supplies","Acme Trimmer, Easy Grip","High Discount"
"OFF-ACM-10003510","Office Supplies","Supplies","Acme Scissors, High Speed","Normal"
"OFF-ACM-10003591","Office Supplies","Supplies","Acme Trimmer, Steel","Normal"
"OFF-ACM-10003715","Office Supplies","Supplies","Acme Shears, Serrated","Normal"
"OFF-ACM-10003978","Office Supplies","Supplies","Acme Trimmer, High Speed","Normal"
"OFF-ACM-10004150","Office Supplies","Supplies","Acme Ruler, Serrated","High Discount"
"OFF-ACM-10004587","Office Supplies","Supplies","Acme Scissors, Steel","Normal"
"OFF-ACM-10004669","Office Supplies","Supplies","Acme Shears, Easy Grip","High Discount"
"OFF-ACM-10004895","Office Supplies","Supplies","Acme Scissors, Easy Grip","Normal"
"OFF-ADV-10000177","Office Supplies","Fasteners","Advantus Staples, Metal","Normal"
"OFF-ADV-10000213","Office Supplies","Fasteners","Advantus Rubber Bands, Metal","Normal"
"OFF-ADV-10000308","Office Supplies","Fasteners","Advantus Push Pins, 12 Pack","Normal"
"OFF-ADV-10000331","Office Supplies","Fasteners","Advantus Paper Clips, Assorted Sizes","Normal"
"OFF-ADV-10000425","Office Supplies","Fasteners","Advantus Clamps, Metal","High Discount"
"OFF-ADV-10000551","Office Supplies","Fasteners","Advantus Thumb Tacks, Bulk Pack","Normal"
"OFF-ADV-10001124","Office Supplies","Fasteners","Advantus Clamps, 12 Pack","Normal"
"OFF-ADV-10001437","Office Supplies","Fasteners","Advantus Paper Clips, Bulk Pack","Normal"
"OFF-ADV-10001451","Office Supplies","Fasteners","Advantus Clamps, Assorted Sizes","Normal"
"OFF-ADV-10002299","Office Supplies","Fasteners","Advantus Rubber Bands, 12 Pack","Normal"
"OFF-ADV-10002549","Office Supplies","Fasteners","Advantus Rubber Bands, Assorted Sizes","Normal"
"OFF-ADV-10002593","Office Supplies","Fasteners","Advantus Clamps, Bulk Pack","Normal"
